@id,addr:housenumber,addr:street,amenity,cuisine,name,wheelchair,lon,lat,addr:postcode,addr:suburb,building,internet_access,opening_hours,phone,takeaway,website,@geometry,outdoor_seating,level,smoking,brand,brand:wikidata,brand:wikipedia,check_date,contact:facebook,email,website:menu,addr:unit,contact:instagram,addr:state,check_date:opening_hours,opening_hours:signed,fixme,tourism,wikidata,building:levels,roof:levels,drive_through,indoor_seating,name:ko,internet_access:fee,official_name,addr:city,air_conditioning,bar,brewery,min_age,outdoor_seating:comfort,toilets,shop,branch,ref,addr:country,changing_table,currency:USD,delivery,diet:gluten_free,diet:halal,diet:kosher,diet:lactose_free,diet:pescetarian,diet:vegan,diet:vegetarian,highchair,organic,payment:app,payment:cash,payment:contactless,payment:credit_cards,payment:debit_cards,reservation,stroller,toilets:wheelchair,contact:phone,contact:website,indoor,note,source,atm,brand:zh,drink,int_name,name:zh,diet:dairy_free,drink:wine,name:en,addr:housename,capacity,mobile,payment:card,payment:eftpos,alt_name,description,operator,start_date,contact:email,payment:coins,toilets:access,brand:en,phone:AU,short_name,level_ref,contact:tiktok,cafe,name:he,delivery:partner,delivery:partner:wikidata,internet_access:ssid,level:ref,office,drink:matcha,instagram
node/2144922044,391,St Kilda Road,cafe,chinese,@Rice,,144.975606,-37.835496,,,,,,+61 3 9866 3886,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2144924793,,,cafe,,Caf? Vue,,144.975821,-37.835803,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2144925120,,,cafe,,My Cafe & Foodery,,144.975866,-37.835911,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2215598365,,,cafe,,In A Rush,,144.969666,-37.817296,,,,,,+61 412 340 782,yes,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2217874589,24,Little Bourke Street,cafe,,Little Gordon,yes,144.9717049,-37.810524,3000,Melbourne,,,,,,https://littlegordon.com.au/,,,,,,,,,,,,,,VIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2243029631,2,Elizabeth Street,cafe,coffee_shop,Starbucks,yes,144.965031,-37.817934,3000,Melbourne,,,Mo-Fr 06:00-18:30; Sa 06:30-19:00; Su 07:30-18:30,,yes,https://www.starbucks.com.au/,,no,,,Starbucks,Q37158,en:Starbucks,,,,,8,,VIC,,,,,,,,,,,,Starbucks Coffee,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2274578921,422,Queen Street,cafe,,Muleta's Cafe,,144.9580796,-37.8086072,,,,,,+61 3 9329 9080,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2274581515,,,cafe,coffee_shop;cafe,Market Espresso & Trolley Hire,,144.957654,-37.807955,,,,,,,,,,yes,,,,,,10/08/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2274622376,599,Elizabeth Street,cafe,pizza,Caf? Perri,,144.9581121,-37.8041863,,,,,,+61 3 9329 2599,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2289931481,,,cafe,coffee_shop,Starbucks,limited,144.9631304,-37.8146591,,,,,"Mo-Fr 07:00-19:30; Sa,Su 07:30-19:30",,yes,,,,0,,Starbucks,Q37158,,,,,,,,,,,,,,,,,,,,Starbucks Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2296805515,325,Flinders Lane,cafe,coffee_shop,Cuff,,144.963416,-37.817628,,Melbourne,,,,,,,,yes,,,,,,8/05/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2296810531,333,Collins Street,cafe,coffee_shop,Saranti Cafe,,144.9635,-37.8174027,,Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2296819531,,,cafe,,Cafe del Corso,no,144.96272,-37.817778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2322538758,521,Elizabeth Street,cafe,,Supersede,,144.9594107,-37.8067341,,,,,06:00-16:00,,,,,yes,,,,,,21/02/2025,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2345084297,625,Little Collins Street,cafe,coffee_shop,Inzone Cafe,,144.9543399,-37.8180385,3000,Melbourne,,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2400990992,,,cafe,bubble_tea,Gong Cha,no,144.9649343,-37.812455,,,,,,,yes,,,,,,Gong Cha,Q5581670,en:Gong Cha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,???,tea,Gong Cha,???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2457556587,551,Lt Lonsdale,cafe,,Side Pocket Cafe,,144.9557748,-37.8131735,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2477705309,28,Degraves Street,cafe,,TOFWD,,144.9658134,-37.8172784,3000,Melbourne,,,,+61 3 9654 5157,,https://www.tofwd.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2490518708,231,Exhibition Street,cafe,sandwich,That Schnitzel Place,yes,144.969612,-37.810514,3000,Melbourne,retail,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2490526574,,Swanston Street,cafe,,Hikari,,144.9641712,-37.8108738,3000,Melbourne,yes,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2506725855,,,cafe,,Suntree Cafe,,-80.67244,28.1672176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2530153191,414,La Trobe Street,cafe,coffee_shop,Cafenatics,,144.9572301,-37.8113734,3000,Melbourne,,no,,,,https://www.cafemelbourne.com.au/locations/414-latrobe-st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2530237185,25,Wills Street,cafe,coffee_shop;brunch,Operator 25,,144.9571233,-37.8107145,3000,Melbourne,retail,no,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2670991978,,,cafe,,Tinto,yes,144.959472,-37.817369,,,,,,,,,,,,,,,,,,,,,,,8/10/2024,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2687981874,,,cafe,,Spin Coffee,yes,144.958255,-37.81648,,,,,,,,http://www.spincoffee.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2687983457,,,cafe,,Famish'd,yes,144.957794,-37.816599,,,,,,+61 3 9614 4905,,http://famishd.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2807711901,,,cafe,,,,144.9700052,-37.8083382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2960538434,,,cafe,,The Fair Trader,,144.971982,-37.815598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3010197538,540,East New Haven Avenue,cafe,coffee_shop,The Sun Shoppe,,-80.6115041,28.078682,32901,,,wlan,,,,,,yes,,outside,,,,,,,,,,FL,,,,,,,,,,,,,Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3012090064,200,Spencer Street,cafe,coffee_shop,HiRize Bakery Cafe,,144.9530143,-37.8161514,3000,Melbourne,,no,,,,,,,,outside,,,,,,,,T1,,,,,,,,,,,,??????????? ???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher Ground Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3269959461,,,cafe,,Global Kitchen Cafe,,144.968706,-37.808452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3276141235,,Flinders Lane,cafe,coffee_shop,Dukes Coffee Roasters,yes,144.9661412,-37.8167849,,,,,Mo-Fr 07:00-16:30; Sa 08:00-17:00; Su off,,yes,https://www.dukescoffee.com.au/,,no,,,,,,14/02/2025,,,,,,,,,,,,,,,yes,,,,,,,,,,no,,,,,,,,,,,,,,,,only,,,,yes,yes,,,,,,,,,,,,,,,,,Ross House,,,,,,,,,,,,,,,,,,,,,,,,,
node/3291840662,,,cafe,,Hugo's Express,,144.9548526,-37.8178619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3472659754,,,cafe,,Federal Coffee Palace,,144.9632917,-37.813982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3472659756,349,Little Collins Street,cafe,,The Workers' Food Room,yes,144.9630801,-37.8154567,3000,,,,Mo-Fr 04:30-14:00+,,yes,https://theworkersfoodroom.com.au/,,,0,,,,,,,,,,,VIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,only,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3511713299,,,cafe,coffee_shop,Altius Coffee Brewers,,144.9564536,-37.819714,,,,,Mo-Fr 07:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3588998221,14,Crossley Street,cafe,coffee_shop,Traveller Coffee,,144.971205,-37.8114318,3000,Melbourne,,,"Mo-Fr 07:00-17:00; Sa,Su off",,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3656459093,,Mercantile Place,cafe,coffee_shop,Stand Up Cafe,,144.9566388,-37.8201673,3000,Melbourne,,,Mo-Fr 07:00-15:00,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3712862375,16,Equitable Place,cafe,coffee_shop,Cafe Azu,yes,144.9633432,-37.8160013,,Melbourne,,,,,yes,https://cafeazu.com.au/,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3830075455,517,Flinders Lane,cafe,,The Grain Store,,144.9569289,-37.819583,3000,Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3830075456,,,cafe,,Henry & the Fox,,144.9568668,-37.8173118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3840434935,,,cafe,,Cafe Alfretti,,144.9843756,-37.8461087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3846006629,,,cafe,,Di Bella Coffee,,144.9571385,-37.8101565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3885415460,,,cafe,,All Good,,144.9806355,-37.8520028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3885415464,,,cafe,,Galleria,,144.9791251,-37.8480195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3889897791,,,cafe,,In A Rush,,144.9735094,-37.8342625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3889897796,,,cafe,,Wee Bird,,144.9778926,-37.8439628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3983480757,,,cafe,,Cafe Box,,144.967947,-37.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4103887541,567,Collins Street,cafe,coffee_shop,EARL Canteen,,144.9558503,-37.8191106,3000,Melbourne,,,Mo-Fr,,,,,,,,,,,,,,,,,,,,Survey opening and closing time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4119542089,333,Collins Street,cafe,italian,Strozzi,limited,144.9630762,-37.8167054,,,,,Mo-Fr 07:00-17:00,+61 3 9629 4844,,https://www.strozzi.com.au/,,,,,,,,,,strozzi@fastmail.fm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4122971689,,,cafe,donut,Doughboys,yes,144.957933,-37.81595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4258115290,,Hardware Street,cafe,,Hash Cafe,,144.9605584,-37.8123737,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4271393498,,,cafe,,Bluestones Cafe,yes,144.9585863,-37.815373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4271393510,,,cafe,,B&Baguette Cafe,yes,144.9592869,-37.8151693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4292212979,,,cafe,bubble_tea,Top Tea,yes,144.9606099,-37.8091334,,,,,,,,,,,0,,,,,9/09/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4302888739,211,La Trobe Street,cafe,coffee_shop,Hudson Coffee,,144.9630212,-37.8100407,,,,,,,,https://www.hudsonscoffee.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4305653789,253,Flinders Lane,cafe,breakfast,The Journal Cafe,,144.965784,-37.8169101,,,,wlan,Mo-Th 07:00-20:00; Sa-Su 08:00-17:00; Fr 07:00-21:00,+61 3 9650 4399,,https://www.journalcafemelbourne.com/,,,,,,,,,,,,,,,,,,,,,,,,?€????? ?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4305911690,365,Flinders Street,cafe,,T-Roy Browns,,144.9619275,-37.819258,,,,wlan,Mo-Fr 06:30-15:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4312017190,16,Oliver Lane,cafe,,Bowery to Williamsburg,,144.9701951,-37.8161924,3000,Melbourne,,,Mo-Fr 07:30-14:30; Sa-Su 08:30-14:30,+61 3 9077 0162,,https://www.bowerytowilliamsburg.com.au/,,yes,,,,,,,,,,,,VIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4320472212,,,cafe,coffee_shop,Piccolocino,,144.9566717,-37.816772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4336345993,,,cafe,coffee_shop;chocolate;dessert,Koko Black Chocolate,,144.9640406,-37.8143703,,,,,"Mo-We, Sa 09:00-18:00; Th 09:00-17:00; Fr 09:00-19:00; Su 10:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4417339790,,,cafe,,Degraves Street,,144.9657758,-37.8171906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????? ??? ???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Degraves Street,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4489047790,484,St Kilda Road,cafe,,Cafe Safi,,144.9776768,-37.8433452,3004,,,,Mo-Fr 06:00-17:00,+61 3 9077 0633,,https://www.cafesafi.com.au/,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4671705489,,,cafe,,Xpressomondo,,144.9655773,-37.8170387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4677281000,555,Flinders Lane,cafe,,Cherry & Twigs Cafe,,144.9557185,-37.82004,,,,,Mo-Fr 06:30-14:30; Sa-Su 07:30-14:00,+61 3 9614 7096,,https://cherryandtwigs.com.au/,,,,,,,,12/10/2025,https://www.facebook.com/cherryandtwigs/,,https://cherryandtwigs.com.au/menu/,1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cherry & Twigs Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4737581623,23,Degraves Street,cafe,,Degraves Espresso Bar,,144.9656216,-37.8171236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,????????,,Degraves Espresso Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4737591531,,Lingham Lane,cafe,coffee_shop,SeedLing Cafe,limited,144.9653734,-37.817015,3000,,,,,,yes,,,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seedling Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4757419322,32,Hardware Lane,cafe,french,La Petite Cr?perie,,144.9615104,-37.8138954,3000,,,,,,,https://www.lapetitecreperie.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4958333627,,,cafe,,The Tea Rooms 1892,,144.964728,-37.815752,,,,,,,,https://thetearooms1892.com.au/,,no,,,,,,1/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Formerly Hopetoun Tearooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4976357658,,,cafe,,Cafenatics,,144.9676132,-37.8141709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5063941222,,,cafe,,STREAT Cafe (Purpose Precinct),,144.956034,-37.8071198,,,,,"Tu,Th-Fr 07:30-15:00; Sa 08:00-16:00; Su,Mo,We closed",,,https://purposeprecinct.org/,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5143960431,380,North Wickham Road,cafe,,Friendly Toast Cafe 2,,-80.6732072,28.1127335,32935,,,,,,,,,,,,,,,,,,,,,FL,,,,,,,,,,,,,Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5174114123,,,cafe,coffee_shop,Starbucks,limited,144.9631005,-37.814606,,,,wlan,Mo-Fr 07:00-19:30; Sa-Su 07:30-19:30; PH closed,,yes,,,,0,,Starbucks,Q37158,en:Starbucks,,,,,,,,,,,,,,,,,,no,Starbucks Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5191044921,,,cafe,coffee_shop,Starbucks,,144.9637582,-37.8098319,,,,wlan,Mo-Fr 06:30-21:00; Sa 07:30-21:00; Su 08:00-20:30,,yes,https://www.starbucks.com.au,,,0,,Starbucks,Q37158,en:Starbucks,,,,,,,,,,,,,,,,,,,Starbucks Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5273685460,,,cafe,,Hookah Cafe,,-80.6228622,28.0567113,,,,,,,,,,,,dedicated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5330061121,,,cafe,,,,144.9720018,-37.8133332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5433712321,669,Bourke Street,cafe,,The School of Life,,144.9541163,-37.8170674,,,,,Tu-Sa 11:00-17:00,,,https://www.theschooloflife.com/melbourne/,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5907252077,,,cafe,,Ch? Vietnamese Desserts,,144.9617564,-37.8126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5915274759,,,cafe,coffee_shop,Midtown,,144.9671999,-37.814248,,,,,,,,,,no,,no,,,,,,,,,,,3/02/2025,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5928461734,,,cafe,,The Dessert Kitchen,,144.9693178,-37.8114469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
